2.880000,80.812500,0.085413
2.867500,81.640625,0.085413
2.852500,83.390625,0.085413
2.837500,84.078125,0.085413
2.817500,86.062500,0.085413
2.782500,87.109375,0.085413
2.772500,88.046875,0.085413
2.770000,89.765625,0.085413
2.760000,91.750000,0.085413
2.762500,92.812500,0.085413
2.757500,94.421875,0.085413
2.747500,94.812500,0.085413
2.750000,97.062500,0.085413
2.755000,97.218750,0.085413
2.757500,99.468750,0.085413
2.767500,100.343750,0.085413
2.802500,100.984375,0.085413
2.852500,102.640625,0.085413
2.912500,103.828125,0.085413
2.960000,105.468750,0.085413
2.992500,106.468750,0.085413
3.015000,107.875000,0.085413
3.040000,108.609375,0.085413
3.055000,110.515625,0.085413
3.080000,111.531250,0.085413
3.117500,112.625000,0.085413
3.150000,113.750000,0.085413
3.187500,115.484375,0.085413
3.232500,116.828125,0.085413
3.282500,117.546875,0.085413
3.332500,119.203125,0.085413
3.375000,120.218750,0.085413
3.385000,121.875000,0.085413
3.355000,125.421875,0.085413
3.342500,126.781250,0.085413
3.355000,128.312500,0.085413
3.370000,129.765625,0.085413
3.385000,130.921875,0.085413
3.395000,132.468750,0.085413
3.390000,133.640625,0.085413
3.375000,134.468750,0.085413
3.375000,136.390625,0.085413
3.612500,140.984375,0.085413
3.662500,142.031250,0.085413
3.720000,143.796875,0.085413
3.790000,144.765625,0.085413
3.850000,146.031250,0.085413
3.910000,147.453125,0.085413
3.975000,148.687500,0.085413
3.047500,70.562500,0.224662
2.935000,77.796875,0.224662
2.890000,80.031250,0.224662
2.852500,81.703125,0.224662
2.845000,82.656250,0.224662
2.832500,84.531250,0.224662
2.805000,85.906250,0.224662
2.775000,86.640625,0.224662
2.752500,88.640625,0.224662
2.755000,89.843750,0.224662
2.757500,90.953125,0.224662
2.752500,92.828125,0.224662
2.745000,93.671875,0.224662
2.745000,94.750000,0.224662
2.742500,96.906250,0.224662
2.742500,97.234375,0.224662
2.750000,98.562500,0.224662
2.760000,100.593750,0.224662
2.782500,102.078125,0.224662
2.985000,106.453125,0.224662
3.015000,107.593750,0.224662
3.040000,108.578125,0.224662
3.055000,110.390625,0.224662
3.080000,111.265625,0.224662
3.117500,113.140625,0.224662
3.150000,114.203125,0.224662
3.190000,115.406250,0.224662
3.235000,116.562500,0.224662
3.285000,117.890625,0.224662
3.335000,119.125000,0.224662
3.385000,119.968750,0.224662
3.427500,121.296875,0.224662
3.397500,125.359375,0.224662
3.352500,126.937500,0.224662
3.362500,128.046875,0.224662
3.380000,129.390625,0.224662
3.395000,131.109375,0.224662
3.402500,131.937500,0.224662
3.392500,133.593750,0.224662
3.377500,134.468750,0.224662
3.382500,136.312500,0.224662
3.612500,141.093750,0.224662
3.662500,142.156250,0.224662
3.722500,143.718750,0.224662
3.787500,144.687500,0.224662
3.850000,146.281250,0.224662
3.915000,147.375000,0.224662
3.982500,148.343750,0.224662
2.917500,77.781250,0.366869
2.890000,78.343750,0.366869
2.877500,79.859375,0.366869
2.862500,81.812500,0.366869
2.847500,82.968750,0.366869
2.825000,84.640625,0.366869
2.802500,85.375000,0.366869
2.770000,86.546875,0.366869
2.750000,88.390625,0.366869
2.745000,89.406250,0.366869
2.737500,90.843750,0.366869
2.740000,92.859375,0.366869
2.735000,93.984375,0.366869
2.727500,94.968750,0.366869
2.725000,96.375000,0.366869
2.722500,97.500000,0.366869
2.732500,99.421875,0.366869
2.752500,99.828125,0.366869
2.772500,101.921875,0.366869
2.975000,106.656250,0.366869
3.012500,107.640625,0.366869
3.035000,108.921875,0.366869
3.050000,109.843750,0.366869
3.077500,111.671875,0.366869
3.115000,112.328125,0.366869
3.150000,113.687500,0.366869
3.190000,115.031250,0.366869
3.237500,116.375000,0.366869
3.297500,117.359375,0.366869
3.352500,119.156250,0.366869
3.400000,120.343750,0.366869
3.432500,121.718750,0.366869
3.397500,125.890625,0.366869
3.352500,126.625000,0.366869
3.362500,128.203125,0.366869
3.380000,129.359375,0.366869
3.395000,130.781250,0.366869
3.405000,132.187500,0.366869
3.395000,133.765625,0.366869
